text,rating,sentiment_score,prediction,label,meta_main_category
Really cute but the packaging was a nightmare to get the book back it afterwards. Also it is meant to be cuddled every night and it already looks old. I've given it 4 stars though as I do love it.,4.0,0.275,1.0,0,Toys & Games
good book for my princess!,4.0,0.875,1.0,0,Toys & Games
Adorable,5.0,0.5,1.0,1,Toys & Games
All 3 granddaughters are having fun with their reindeers. A wonderful addition to the Elf on the Shelf tradition.,5.0,0.65,1.0,1,Toys & Games
Awesome surprise for my 7 year old. Had trouble sneaking it away after Christmas! Lol.,5.0,0.4125,1.0,1,Toys & Games
Bought it for my granddaughter to go with her elf and she love it,5.0,0.5,1.0,1,Toys & Games
Came on time children love it is as described.,5.0,0.5,1.0,1,Toys & Games
Cool,5.0,0.35,1.0,1,Toys & Games
Cool pet. Daughter loves it.,5.0,0.35,1.0,1,Toys & Games
Cute,5.0,0.5,1.0,1,Toys & Games
Cute addition to the Elf.,5.0,0.5,1.0,1,Toys & Games
Cute with the elf. Grandchildren loved their elf having a companion. Your suppose to only have 1 elf per family so this worked great with the 2 nd grandchild,5.0,0.5,1.0,1,Toys & Games
Esta super,5.0,0.33333334,1.0,1,Toys & Games
Exactly as depicted and less than found in stores. PERFECT Grandkids loved it,5.0,0.44583333,1.0,1,Toys & Games
"Excellent, my nieces loved it!",5.0,0.9375,1.0,1,Toys & Games
GREAT ITEM. A+++,5.0,0.8,1.0,1,Toys & Games
Gift for my 10 year old Grand-daughter and she loved it.,5.0,0.4,1.0,1,Toys & Games
Good,5.0,0.7,1.0,1,Toys & Games
Granddaughter loves this and so worth it,5.0,0.3,1.0,1,Toys & Games
Grandson was pleased,5.0,0.5,1.0,1,Toys & Games
Great,5.0,0.8,1.0,1,Toys & Games
Great Article and On Time Service,5.0,0.8,1.0,1,Toys & Games
Great addition to my Son's elf on a shelf.,5.0,0.8,1.0,1,Toys & Games
Great additon to Elf on the Shelf.  My kids loved having this.,5.0,0.75,1.0,1,Toys & Games
Great little addition to our elf. Granddaughter loved it.,5.0,0.4375,1.0,1,Toys & Games
Great price kids love it!,5.0,0.7125,1.0,1,Toys & Games
Great quality - love the book!,5.0,0.7125,1.0,1,Toys & Games
Great well.made item to go with Elf from the shelf.,5.0,0.8,1.0,1,Toys & Games
He was the perfect companion for our elf,5.0,1.0,1.0,1,Toys & Games
How could my 5 year old not love the elf reindeer? She absolutely loved having the Christmas magic in the heart of reindeer for when she touched her elf!,5.0,0.29375,1.0,1,Toys & Games
I am gifting these to my grandkids for Christmas!  They are really well made,5.0,0.2,1.0,1,Toys & Games
"I am not a fan of the elves but thanks to family members, we are the proud owners of THREE elves and a reindeer!  The reindeer is cute.  My baby carred it around all season and slept with it every night.  I wish I could trade all the elves in for the pets!",5.0,0.60833335,1.0,1,Toys & Games
"I bought this for a creative side piece to use with the Elf on the Shelf. Like the Elf could ride the Reindeer.  How ever one wants to use the product, it can be used many different ways, it's very cute. My Elf will have so much fun with this Reindeer.<br /><br />The storybook makes children feel good as they can touch the reindeer.<br /><br />The Storybook is good, I rather just use the reindeer as a prop more than what the story attends it should be.",5.0,0.45,1.0,1,Toys & Games
I got this for my little brother who is on the autism spectrum and he absolutely loves it!!!!! He hasn't put it down since he got it from his elf on the shelf this morning ;-) definitely a good buy!,5.0,0.2784592,1.0,1,Toys & Games
I love it and so does my granddaughters!!!!,5.0,1.0,1.0,1,Toys & Games
Ir Washington lovely! My kids west very excited! And ita nice it comes with the storybook.,5.0,0.61145836,1.0,1,Toys & Games
It's adorable. My son loves it.,5.0,0.5,1.0,1,Toys & Games
Item as described and super fast shipping!,5.0,0.29166666,1.0,1,Toys & Games
Item as expected.  Pleasure doing business with.,5.0,-0.1,0.0,1,Toys & Games
"Judging by my 4 yr old's attachment to it, this is a great compliment to the Elf.",5.0,0.45,1.0,1,Toys & Games
"Kids love it, parents tolerate it lol.  Seems to be well-made.",5.0,0.65,1.0,1,Toys & Games
Kids love this!,5.0,0.625,1.0,1,Toys & Games
Kids loved it for Christmas (ages 3 to 6)!,5.0,0.875,1.0,1,Toys & Games
Life it with my Xmas collection!!!!,5.0,0.0,0.0,1,Toys & Games
Like,5.0,0.0,0.0,1,Toys & Games
Like how soft the fur is. Dislike the fact it doesn't stand up too good.,5.0,0.4,1.0,1,Toys & Games
Met aNd exceeded expectations,5.0,0.0,0.0,1,Toys & Games
My daughter loves her eld on the shelf and elf reindeer! I think the elf reindeer book is better than the original one for the elf!! Great way to add to the Christmas excitement!!,5.0,0.6953125,1.0,1,Toys & Games
My daughter loves this! Very soft and plush and made very well.  Not sure about the bad review on this as we found it to be wonderful!,5.0,0.076,1.0,1,Toys & Games
My daughter was so excited to get this,5.0,0.375,1.0,1,Toys & Games
My girls loved the reindeer and didn't want him to leave. we had to get special permission from Santa to let him stay with us!,5.0,0.5732143,1.0,1,Toys & Games
My granddaughter love it ...,5.0,0.5,1.0,1,Toys & Games
"My grandkids have so much fun with the elf, and now the reindeer is here to add to the fun. It really adds to the holiday season.",5.0,0.26666668,1.0,1,Toys & Games
My kids love this and so don't I. A new family tradition for years to come.,5.0,0.3181818,1.0,1,Toys & Games
My kids loved this! Cute addition to our elf!!,5.0,0.828125,1.0,1,Toys & Games
"My kids really want an elf pet so I had to hop on to Amazon to get one ASAP. Great price, Amazon comes through for the holidays again!",5.0,0.6,1.0,1,Toys & Games
My son loved this,5.0,0.7,1.0,1,Toys & Games
"My son loves his ""Little Buddy"" who flies his Elf on a Shelf to and from the North Pole",5.0,-0.1875,0.0,1,Toys & Games
My son loves his pet reindeer. The cost was better than any store listed price. Can’t go wrong,5.0,0.0,0.0,1,Toys & Games
My youngest who is 4 years old loved the cuddly reindeer. She slept and cuddled it all the time.,5.0,0.4,1.0,1,Toys & Games
New tradition to add to our Elf,5.0,0.13636364,1.0,1,Toys & Games
Nice addition to Elf on the Shelf,5.0,0.6,1.0,1,Toys & Games
Nice item.. fast shipping,5.0,0.4,1.0,1,Toys & Games
On the box it said to give it a name. I named it Jake. This time the perfect pet for everyone. I would highly recommend it.,5.0,0.58,1.0,1,Toys & Games
Our daughter named our Elf 8 years ago. My son is hoping the elf brings a reindeer this year and he will be SO EXCITED to name the reindeer! Such fun family traditions and memories they will never forget....,5.0,0.25625,1.0,1,Toys & Games
Our kids love these,5.0,0.5,1.0,1,Toys & Games
"Our son loves his reindeer, named him Bucky!!!",5.0,0.0,0.0,1,Toys & Games
Perfect gift,5.0,1.0,1.0,1,Toys & Games
Perfect! Arrived in Australia within 14 days,5.0,1.0,1.0,1,Toys & Games
Reindeer is very cute.  We have not read the book yet.,5.0,0.65,1.0,1,Toys & Games
Shipped wonderfully & exactly what was described! Thank you .,5.0,0.3125,1.0,1,Toys & Games
So funny and cute.,5.0,0.375,1.0,1,Toys & Games
Son loves It. The app that you can download was a great way for him to make sure he was treating the reindeer with all his love.,5.0,0.6,1.0,1,Toys & Games
Son was so excited to learn that he was so good during year to see Santa let him have a deer for his elf. Slept with it every night.,5.0,0.5375,1.0,1,Toys & Games
Such a cute reindeer. He'll be cherishef,5.0,0.25,1.0,1,Toys & Games
Super cute and my kids love it!,5.0,0.4861111,1.0,1,Toys & Games
Thanks so much!!!⭐️⭐️⭐️⭐️⭐️,5.0,0.2,1.0,1,Toys & Games
The deer came with a book and the deer came a lit earlier than expected it was very nice.,5.0,0.22666667,1.0,1,Toys & Games
The kids like the story and the plush,5.0,0.0,0.0,1,Toys & Games
The reindeer is a great addition to your Christmas fun. My 3 yr old claimed the reindeer has his own and carried it with him everywhere for the entire month of December. It still looks new.,5.0,0.32272726,1.0,1,Toys & Games
The reindeer just added to the magic!! My daughter loves it!!!,5.0,1.0,1.0,1,Toys & Games
This is a Christmas present for our youngest but he’s going to love it!,5.0,0.3125,1.0,1,Toys & Games
This is a gift for a little girl that special to me and she was so excited when she got it so thank you so much for getting here before Christmas,5.0,0.18616071,1.0,1,Toys & Games
This is a nice day to Elfon the Shelf,5.0,0.6,1.0,1,Toys & Games
This is a super cute addition to Elf on the Shelf. The story is cute and the reindeer is soft and durable. My 3year old loves his new friend that came with his elf!!,5.0,0.2910669,1.0,1,Toys & Games
This is the perfect addition to a home that loves Elf on the Shelf!!  :),5.0,0.75,1.0,1,Toys & Games
This reindeer is sturdy and well made.  I love it.,5.0,0.5,1.0,1,Toys & Games
"This reindeer was adorable!  My granddaughter loved it! The reindeer was cuddly, and was great for a companion.",5.0,0.76666665,1.0,1,Toys & Games
This was a great buy for both reindeer & book.,5.0,0.8,1.0,1,Toys & Games
"This was the hit of Christmas for my son, loved that his elf got a pet.",5.0,0.7,1.0,1,Toys & Games
Very cute book to go with the reindeer that is hard covered and good quality. Has a great story and nice illustrations. My daughter loved this gift! It was a better price on here than in all my local stores!,5.0,0.47916666,1.0,1,Toys & Games
Very cute! Kids loved it!,5.0,0.84375,1.0,1,Toys & Games
We like the story for the pets. It's nice that our daughter can snuggle with them yet still have them magically play around with her elf. The toy has soft fur yet is fairly sturdy. The accompanying book is sweet.,5.0,0.45,1.0,1,Toys & Games
"We liked the little book that describes the pet's story, and how it adds to the magic of him returning with the elf on Christmas eve.  A bit overpriced however.",5.0,0.30416667,1.0,1,Toys & Games
"When my grandson asked for this item for Christmas, I had no idea what it was. But I found out, bought it and sent it to him. The response I got back was that he loved it! If you have an Elf on the Shelf, he should have a pet of his own.",5.0,0.49166667,1.0,1,Toys & Games
Wonderful addition to the elf. The boys loved it.,5.0,0.85,1.0,1,Toys & Games
Wonderful seller ! Brought for my son for Christmas! Thank you,5.0,1.0,1.0,1,Toys & Games
amazing!! my kids love Him his name is Chippy! :),5.0,0.6875,1.0,1,Toys & Games
darling well made variation for the elf play,5.0,0.0,0.0,1,Toys & Games
fast shipping loved it would order again,5.0,0.45,1.0,1,Toys & Games
i give a five star and I love it,5.0,0.5,1.0,1,Toys & Games
my daughter loved being able to hug this reindeer.  She slept with it every night until it had to leave until next xmas.....,5.0,0.4,1.0,1,Toys & Games
this is awesome,5.0,1.0,1.0,1,Toys & Games
"very nice, kids enjoy it.",5.0,0.59,1.0,1,Toys & Games
xmas present--not for me,5.0,0.0,0.0,1,Toys & Games
My sister loved this! It was a great addition to her elf on the shelf. The story book was beautiful and I absolutely loved the pictures. The only thing I wish they would have done is removed the tag off the doll itself like they have for the elf. My sister was confused about the tag. Overall the doll and the book was gorgeous.,4.0,0.440625,1.0,0,Toys & Games
Bought this reindeer as a pet for our 2 Elf’s . It looks good and the Elf’s like it. It’s pretty lazy though. We have to move it every night because all it does it sit there. Maybe that’s why it was for sale in the first place?..,4.0,0.2375,1.0,0,Toys & Games
A very cute concept since the kids have wanted to &#34;handle&#34; their Elf on the Shelf for years.  Now they can feel connected by being able to love their Elf pets.  Thanks for helping the Elf on the Shelf owners with kids giving them the opportunity to touch them.,5.0,0.4625,1.0,1,Toys & Games
Bought this for my son for next Christmas so Chippey can show up with him.  A little spendy but nice I could order and not have him see it in my shopping cart at the store and ruin the surprise.  Wish it was less money.  Everything else is perfect.  Stitching and detail is great.,5.0,0.34097221,1.0,1,Toys & Games
Perfect friend for your Elf on the Shelf.  I purchase this as a gift for my three year old grandson.  My daughter and her family have an elf of the shelf named Peppermint was gets into all kinds of trouble in the days approaching Christmas.  He sleeps with his reindeer every night and jumps out of bed every morning to discover what kind of mischief the elf has gotten himself into that morning.,5.0,0.3,1.0,1,Toys & Games
"My boys loved their elf pet!! It is so cute and soft, here he is hanging out it the bathroom with the elf this evening!!!",5.0,0.5651042,1.0,1,Toys & Games
"The quality is not very good. you are suposed to be able to touch the deer but  I don't see it lasting more than one season. If you are an elf on the shelf colector it would be ok, but I can find beter quality deer for the same price at a local store.",2.0,0.17582418,1.0,0,Toys & Games
Grandchildren in England loved it when I visited and gave them to each girl for Christmas.  Delightful and they had a lot of fun with them and getting online,5.0,0.6666667,1.0,1,Toys & Games
"Since we already had an elf (Joey), I didnt want to add another elf to the mix, so opted for an elf pet.....BEST DECISION EVER! The book that comes with the reindeer is very sweet, possibly written/ worded a little hard for younger kids to read, but they can definitely understand from the pictures.<br /><br />I love that my boys can hold, sleep, toss this elf pet around without ruining any magic (wink), like Joey has. The book reads that the heart jewel around the reindeer's neck stores all the happy memories, love and joy and on Christmas Eve all the memories helps the reindeer get Santa (and Joey) home!!<br /><br />My boys (5&2) each take turns sleeping with him!<br /><br />Couldn't be happier with this purchase...plus cheaper than Target (win, win)!!<br /><br />HIGHLY RECOMMENDED!",5.0,0.33965278,1.0,1,Toys & Games
